preferred_name,formula,molecular_weight,amine_class_label,amine_class,amine_detail,amine_substituents,amine_substituent_profile,amine_substituent_count,fluorinated_amine,fluorinated_substituent_count,amine_fluorination_level,unsaturated_amine,cyclic_amine_or_substituent,ring_name,precursor_family,semiconductor_process_roles,semiconductor_relevance_basis,gwp100_ar6,gwp100_ar6_status,gwp100_ar6_source,pfas_flag,persistence_screen,reactive_groups,reactivity_flags,phase_25C_1atm,supply_class,tm_C,tb_C,tc_C,pc_MPa,pvap_25C_kPa,pvap_25C_status,pvap_40C_kPa,pvap_40C_status,pvap_60C_kPa,pvap_60C_status,kinetics_coverage,data_quality,review_required,identity_status,candidate_source,generation_rule,structure_status,candidate_id
generated_secondary_amine_n-butyl_vinyl,C6H13N,99.17699999999999,secondary_amine,secondary,secondary_amine,n-butyl; vinyl,unsaturated+alkyl,2,no,0,none,yes,no,,,,,,missing,,no,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; unsaturated_amine_reactivity_review,liquid,bubbler_or_direct_liquid_source,-91.28573999999998,65.7801,232.59904,4.4769955,14.450916925,value_available,31.377868038,value_available,79.145507783,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,38b3f85e-53a1-53c5-bc36-bfb1f85fc272
generated_secondary_amine_n-butyl_allyl,C7H15N,113.20400000000001,secondary_amine,secondary,secondary_amine,n-butyl; allyl,unsaturated+alkyl,2,no,0,none,yes,no,,,,,,missing,,no,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; unsaturated_amine_reactivity_review,liquid,heated_source_likely,-71.92847999999998,84.01520000000005,253.92007999999998,4.357766,6.421401589,value_available,14.287356960999999,value_available,37.101898555,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,fdda5b94-6896-594b-a6a2-862a1755d847
generated_secondary_amine_n-butyl_cyclopropyl,C7H15N,113.20400000000001,secondary_amine,secondary,secondary_amine,n-butyl; cyclopropyl,cyclic_alkyl+alkyl,2,no,0,none,no,yes,,,,,,missing,,no,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review,liquid,heated_source_likely,-71.92847999999998,84.01520000000005,253.92007999999998,4.357766,6.421401589,value_available,14.287356960999999,value_available,37.101898555,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,fc2ce9f9-becf-5fda-9ae4-cb7d3d051a98
generated_secondary_amine_n-butyl_fluoromethyl,C5H13FN,106.164,secondary_amine,secondary,fluorinated_secondary_amine,n-butyl; fluoromethyl,fluorinated_alkyl+alkyl,2,yes,1,single_fluorinated_substituent,no,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-76.14367999999999,78.8632,247.21928000000003,4.417606,7.988775164,value_available,17.694648615,value_available,45.703242883,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,b5118c3d-b7c0-590f-b272-65e2746e82d3
generated_secondary_amine_n-butyl_difluoromethyl,C5H12F2N,124.154,secondary_amine,secondary,fluorinated_secondary_amine,n-butyl; difluoromethyl,fluorinated_alkyl+alkyl,2,yes,1,single_fluorinated_substituent,no,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-45.81747999999999,106.2502,278.56408,4.264691,2.431701968,value_available,5.600359885,value_available,15.154421426,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,e6c23db1-2768-59a6-81f5-7d335d762e9f
generated_secondary_amine_n-butyl_fluoroethyl,C6H15FN,120.19100000000002,secondary_amine,secondary,fluorinated_secondary_amine,n-butyl; fluoroethyl,fluorinated_alkyl+alkyl,2,yes,1,single_fluorinated_substituent,no,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-56.786419999999964,97.0983,268.54032000000007,4.2983765,3.619494185,value_available,8.214926154,value_available,21.844903891,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,c94789d2-4447-5655-aae1-f32f27ea88fb
generated_secondary_amine_n-butyl_difluoroethyl,C6H14F2N,138.181,secondary_amine,secondary,fluorinated_secondary_amine,n-butyl; difluoroethyl,fluorinated_alkyl+alkyl,2,yes,1,single_fluorinated_substituent,no,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-26.460219999999964,124.4853,299.88512000000003,4.1454615,1.142862773,value_available,2.69707928,value_available,7.513781081,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,d89e242d-1a18-5700-93b1-7f82443135ae
generated_secondary_amine_n-butyl_trifluoromethyl,C5H11F3N,142.144,secondary_amine,secondary,fluorinated_secondary_amine,n-butyl; trifluoromethyl,fluorinated_alkyl+alkyl,2,yes,1,single_fluorinated_substituent,no,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,-15.49127999999996,133.6372,309.90888000000007,4.111776,0.778514642,value_available,1.8643018059999998,value_available,5.285158239,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,c81bef5f-27d2-5f6b-9b99-dc3f7e8eeda0
generated_secondary_amine_n-butyl_trifluoroethyl,C6H13F3N,156.171,secondary_amine,secondary,fluorinated_secondary_amine,n-butyl; trifluoroethyl,fluorinated_alkyl+alkyl,2,yes,1,single_fluorinated_substituent,no,no,,,,,,missing,,yes,likely_persistent,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,3.865980000000036,151.8723,331.22992,3.9925465,0.376942151,value_available,0.924949828,value_available,2.6996120070000003,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,79428441-9522-5d8e-a8e5-feea72350492
generated_secondary_amine_n-butyl_pentafluoroethyl,C6H11F5N,192.151,secondary_amine,secondary,fluorinated_secondary_amine,n-butyl; pentafluoroethyl,fluorinated_alkyl+alkyl,2,yes,1,single_fluorinated_substituent,no,no,,,,,,missing,,yes,likely_persistent,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,solid_or_sublimation_source_review,64.51838000000004,206.6463,393.91952000000003,3.6867165,0.045359657,value_available,0.12033748300000001,value_available,0.385496818,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,0ace2f27-3044-5a5e-9c5f-d5adc6cabd55
generated_secondary_amine_tert-butyl_vinyl,C6H13N,99.17699999999999,secondary_amine,secondary,secondary_amine,tert-butyl; vinyl,unsaturated+alkyl,2,no,0,none,yes,no,,,,,,missing,,no,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; unsaturated_amine_reactivity_review,liquid,bubbler_or_direct_liquid_source,-91.28573999999998,65.7801,232.59904,4.4769955,14.450916925,value_available,31.377868038,value_available,79.145507783,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,568240dc-70de-59cc-9915-7585f168cee7
generated_secondary_amine_tert-butyl_allyl,C7H15N,113.20400000000001,secondary_amine,secondary,secondary_amine,tert-butyl; allyl,unsaturated+alkyl,2,no,0,none,yes,no,,,,,,missing,,no,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; unsaturated_amine_reactivity_review,liquid,heated_source_likely,-71.92847999999998,84.01520000000005,253.92007999999998,4.357766,6.421401589,value_available,14.287356960999999,value_available,37.101898555,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,5da3774c-8b03-5122-b4b8-9cf2acab7e90
generated_secondary_amine_tert-butyl_cyclopropyl,C7H15N,113.20400000000001,secondary_amine,secondary,secondary_amine,tert-butyl; cyclopropyl,cyclic_alkyl+alkyl,2,no,0,none,no,yes,,,,,,missing,,no,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review,liquid,heated_source_likely,-71.92847999999998,84.01520000000005,253.92007999999998,4.357766,6.421401589,value_available,14.287356960999999,value_available,37.101898555,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,d5f7fbf2-50e7-56f3-bc81-608bd5f629e9
generated_secondary_amine_tert-butyl_fluoromethyl,C5H13FN,106.164,secondary_amine,secondary,fluorinated_secondary_amine,tert-butyl; fluoromethyl,fluorinated_alkyl+alkyl,2,yes,1,single_fluorinated_substituent,no,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-76.14367999999999,78.8632,247.21928000000003,4.417606,7.988775164,value_available,17.694648615,value_available,45.703242883,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,d5aa8e1d-18c8-5976-ab54-bccdc50b5e56
generated_secondary_amine_tert-butyl_difluoromethyl,C5H12F2N,124.154,secondary_amine,secondary,fluorinated_secondary_amine,tert-butyl; difluoromethyl,fluorinated_alkyl+alkyl,2,yes,1,single_fluorinated_substituent,no,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-45.81747999999999,106.2502,278.56408,4.264691,2.431701968,value_available,5.600359885,value_available,15.154421426,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,f367477d-4748-513b-adb3-6bc369912a79
generated_secondary_amine_tert-butyl_fluoroethyl,C6H15FN,120.19100000000002,secondary_amine,secondary,fluorinated_secondary_amine,tert-butyl; fluoroethyl,fluorinated_alkyl+alkyl,2,yes,1,single_fluorinated_substituent,no,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-56.786419999999964,97.0983,268.54032000000007,4.2983765,3.619494185,value_available,8.214926154,value_available,21.844903891,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,7a350ada-dbbc-5ea6-8338-972251a8897a
generated_secondary_amine_tert-butyl_difluoroethyl,C6H14F2N,138.181,secondary_amine,secondary,fluorinated_secondary_amine,tert-butyl; difluoroethyl,fluorinated_alkyl+alkyl,2,yes,1,single_fluorinated_substituent,no,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-26.460219999999964,124.4853,299.88512000000003,4.1454615,1.142862773,value_available,2.69707928,value_available,7.513781081,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,4516d57c-fc99-56c6-87cf-40caff05d4ef
generated_secondary_amine_tert-butyl_trifluoromethyl,C5H11F3N,142.144,secondary_amine,secondary,fluorinated_secondary_amine,tert-butyl; trifluoromethyl,fluorinated_alkyl+alkyl,2,yes,1,single_fluorinated_substituent,no,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,-15.49127999999996,133.6372,309.90888000000007,4.111776,0.778514642,value_available,1.8643018059999998,value_available,5.285158239,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,876f0b2b-fca9-5da7-8de8-c1fadc080956
generated_secondary_amine_tert-butyl_trifluoroethyl,C6H13F3N,156.171,secondary_amine,secondary,fluorinated_secondary_amine,tert-butyl; trifluoroethyl,fluorinated_alkyl+alkyl,2,yes,1,single_fluorinated_substituent,no,no,,,,,,missing,,yes,likely_persistent,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,3.865980000000036,151.8723,331.22992,3.9925465,0.376942151,value_available,0.924949828,value_available,2.6996120070000003,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,be87b8c3-9ac7-5978-ae41-5ec6508ba8a6
generated_secondary_amine_tert-butyl_pentafluoroethyl,C6H11F5N,192.151,secondary_amine,secondary,fluorinated_secondary_amine,tert-butyl; pentafluoroethyl,fluorinated_alkyl+alkyl,2,yes,1,single_fluorinated_substituent,no,no,,,,,,missing,,yes,likely_persistent,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,solid_or_sublimation_source_review,64.51838000000004,206.6463,393.91952000000003,3.6867165,0.045359657,value_available,0.12033748300000001,value_available,0.385496818,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,e5fe24b4-f539-50a4-8581-71e2ed21afc8
generated_secondary_amine_vinyl_vinyl,C4H7N,69.107,secondary_amine,secondary,secondary_amine,vinyl; vinyl,unsaturated,2,no,0,none,yes,no,,,,,,missing,,no,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; unsaturated_amine_reactivity_review,liquid,bubbler_or_direct_liquid_source,-132.78233999999998,26.689099999999996,186.89264000000003,4.7325905,93.065002246,value_available,191.780189029,value_available,454.471779645,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,d7614fc1-a3ec-51b5-9279-133ab48acda8
generated_secondary_amine_vinyl_allyl,C5H9N,83.13399999999999,secondary_amine,secondary,secondary_amine,vinyl; allyl,unsaturated,2,no,0,none,yes,no,,,,,,missing,,no,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; unsaturated_amine_reactivity_review,liquid,bubbler_or_direct_liquid_source,-113.42507999999998,44.92420000000004,208.21368,4.613361,38.125622513,value_available,80.50601505899999,value_available,196.414212191,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,45c8a7f1-77a9-5f9a-994c-f446e25fb7b7
generated_secondary_amine_vinyl_cyclopropyl,C5H9N,83.13399999999999,secondary_amine,secondary,secondary_amine,vinyl; cyclopropyl,unsaturated+cyclic_alkyl,2,no,0,none,yes,yes,,,,,,missing,,no,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; unsaturated_amine_reactivity_review,liquid,bubbler_or_direct_liquid_source,-113.42507999999998,44.92420000000004,208.21368,4.613361,38.125622513,value_available,80.50601505899999,value_available,196.414212191,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,4032a5da-87f2-56a0-ba6f-48bb7bb51b2d
generated_secondary_amine_vinyl_fluoromethyl,C3H7FN,76.09400000000001,secondary_amine,secondary,fluorinated_secondary_amine,vinyl; fluoromethyl,fluorinated_alkyl+unsaturated,2,yes,1,single_fluorinated_substituent,yes,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,liquid,bubbler_or_direct_liquid_source,-117.64027999999999,39.7722,201.51288,4.673201,48.723022854,value_available,102.42012258700001,value_available,248.536802218,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,246cbdcc-a21c-57c8-8dd9-e2286ba35f88
generated_secondary_amine_vinyl_difluoromethyl,C3H6F2N,94.084,secondary_amine,secondary,fluorinated_secondary_amine,vinyl; difluoromethyl,fluorinated_alkyl+unsaturated,2,yes,1,single_fluorinated_substituent,yes,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,liquid,bubbler_or_direct_liquid_source,-87.31407999999999,67.1592,232.85768000000002,4.520286,13.409741742,value_available,29.309966763000002,value_available,74.514208242,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,f3b9205f-8389-592a-ab6f-d4cb3fa4752d
generated_secondary_amine_vinyl_fluoroethyl,C4H9FN,90.121,secondary_amine,secondary,fluorinated_secondary_amine,vinyl; fluoroethyl,fluorinated_alkyl+unsaturated,2,yes,1,single_fluorinated_substituent,yes,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,liquid,bubbler_or_direct_liquid_source,-98.28301999999996,58.00730000000004,222.83392000000003,4.5539715,20.525315784,value_available,44.211469523,value_available,110.454080843,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,3c6e9135-b582-5872-b91e-ef79efa6c051
generated_secondary_amine_vinyl_difluoroethyl,C4H8F2N,108.11099999999999,secondary_amine,secondary,fluorinated_secondary_amine,vinyl; difluoroethyl,fluorinated_alkyl+unsaturated,2,yes,1,single_fluorinated_substituent,yes,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,liquid,heated_source_likely,-67.95681999999996,85.39430000000004,254.17872,4.4010565,5.946573404,value_available,13.318512808,value_available,34.859479525000005,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,aeb6032e-369f-5494-8917-8b480dd243e5
generated_secondary_amine_vinyl_trifluoromethyl,C3H5F3N,112.074,secondary_amine,secondary,fluorinated_secondary_amine,vinyl; trifluoromethyl,fluorinated_alkyl+unsaturated,2,yes,1,single_fluorinated_substituent,yes,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,liquid,heated_source_likely,-56.98787999999999,94.5462,264.20248000000004,4.367371,3.961688139,value_available,9.003659092,value_available,23.980661474,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,8d981d0d-2db3-5155-be0a-ef30597c22bf
generated_secondary_amine_vinyl_trifluoroethyl,C4H7F3N,126.101,secondary_amine,secondary,fluorinated_secondary_amine,vinyl; trifluoroethyl,fluorinated_alkyl+unsaturated,2,yes,1,single_fluorinated_substituent,yes,no,,,,,,missing,,yes,likely_persistent,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,liquid,heated_source_likely,-37.630619999999965,112.78130000000004,285.5235200000001,4.2481415,1.8297834869999998,value_available,4.2612056890000005,value_available,11.684658236999999,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,40e5416e-1a28-5116-825e-347061512950
generated_secondary_amine_vinyl_pentafluoroethyl,C4H5F5N,162.08100000000002,secondary_amine,secondary,fluorinated_secondary_amine,vinyl; pentafluoroethyl,fluorinated_alkyl+unsaturated,2,yes,1,single_fluorinated_substituent,yes,no,,,,,,missing,,yes,likely_persistent,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,liquid,heated_source_required,23.021780000000035,167.55530000000005,348.21312,3.9423115,0.19843961699999998,value_available,0.499630411,value_available,1.503727291,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,87e22659-0d19-599f-85cc-02ad364fe895
generated_secondary_amine_allyl_allyl,C6H11N,97.161,secondary_amine,secondary,secondary_amine,allyl; allyl,unsaturated,2,no,0,none,yes,no,,,,,,missing,,no,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; unsaturated_amine_reactivity_review,liquid,bubbler_or_direct_liquid_source,-94.06781999999998,63.15930000000003,229.53472000000005,4.4941315,16.281426589000002,value_available,35.228802302999995,value_available,88.487893833,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,00312be9-e7fc-5f83-ad24-efffaae857f0
generated_secondary_amine_allyl_cyclopropyl,C6H11N,97.161,secondary_amine,secondary,secondary_amine,allyl; cyclopropyl,unsaturated+cyclic_alkyl,2,no,0,none,yes,yes,,,,,,missing,,no,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; unsaturated_amine_reactivity_review,liquid,bubbler_or_direct_liquid_source,-94.06781999999998,63.15930000000003,229.53472000000005,4.4941315,16.281426589000002,value_available,35.228802302999995,value_available,88.487893833,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,516c556a-17eb-5d2e-a282-7c2947564ce0
generated_secondary_amine_allyl_fluoromethyl,C4H9FN,90.121,secondary_amine,secondary,fluorinated_secondary_amine,allyl; fluoromethyl,fluorinated_alkyl+unsaturated,2,yes,1,single_fluorinated_substituent,yes,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,liquid,bubbler_or_direct_liquid_source,-98.28301999999996,58.00730000000004,222.83392000000003,4.5539715,20.525315784,value_available,44.211469523,value_available,110.454080843,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,4104c4b6-4363-59b7-9a24-c725a5bfc25a
generated_secondary_amine_allyl_difluoromethyl,C4H8F2N,108.11099999999999,secondary_amine,secondary,fluorinated_secondary_amine,allyl; difluoromethyl,fluorinated_alkyl+unsaturated,2,yes,1,single_fluorinated_substituent,yes,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,liquid,heated_source_likely,-67.95681999999996,85.39430000000004,254.17872,4.4010565,5.946573404,value_available,13.318512808,value_available,34.859479525000005,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,9a17b077-0793-5589-9da2-20133c3fa56b
generated_secondary_amine_allyl_fluoroethyl,C5H11FN,104.148,secondary_amine,secondary,fluorinated_secondary_amine,allyl; fluoroethyl,fluorinated_alkyl+unsaturated,2,yes,1,single_fluorinated_substituent,yes,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,liquid,heated_source_likely,-78.92575999999997,76.24240000000003,244.15496000000007,4.434742,8.97323611,value_available,19.805610538,value_available,50.942053883,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,5af8f13f-7725-5f17-b43e-df609c2f154d
generated_secondary_amine_allyl_difluoroethyl,C5H10F2N,122.138,secondary_amine,secondary,fluorinated_secondary_amine,allyl; difluoroethyl,fluorinated_alkyl+unsaturated,2,yes,1,single_fluorinated_substituent,yes,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,liquid,heated_source_likely,-48.59955999999997,103.62940000000003,275.49976000000004,4.281827,2.715742761,value_available,6.232633871,value_available,16.794929377,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,c364d388-80b1-5a5f-a447-d913d376bf4b
generated_secondary_amine_allyl_trifluoromethyl,C4H7F3N,126.101,secondary_amine,secondary,fluorinated_secondary_amine,allyl; trifluoromethyl,fluorinated_alkyl+unsaturated,2,yes,1,single_fluorinated_substituent,yes,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,liquid,heated_source_likely,-37.630619999999965,112.78130000000004,285.5235200000001,4.2481415,1.8297834869999998,value_available,4.2612056890000005,value_available,11.684658236999999,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,2f97b6a7-24d5-52a3-9189-b810c12e63b3
generated_secondary_amine_allyl_trifluoroethyl,C5H9F3N,140.128,secondary_amine,secondary,fluorinated_secondary_amine,allyl; trifluoroethyl,fluorinated_alkyl+unsaturated,2,yes,1,single_fluorinated_substituent,yes,no,,,,,,missing,,yes,likely_persistent,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,liquid,heated_source_required,-18.27335999999997,131.01640000000003,306.84456,4.128912,0.865434438,value_available,2.0651947070000003,value_available,5.830233119000001,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,cc41d8e4-32fc-5124-a4d5-e28cb601a4f1
generated_secondary_amine_allyl_pentafluoroethyl,C5H7F5N,176.108,secondary_amine,secondary,fluorinated_secondary_amine,allyl; pentafluoroethyl,fluorinated_alkyl+unsaturated,2,yes,1,single_fluorinated_substituent,yes,no,,,,,,missing,,yes,likely_persistent,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review; unsaturated_amine_reactivity_review,solid,solid_or_sublimation_source_review,42.37904000000003,185.79040000000003,369.53416000000004,3.823082,0.098877732,value_available,0.25510150200000004,value_available,0.790450418,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,ae2afd7d-85de-5bb0-bd13-a409a61e7b56
generated_secondary_amine_cyclopropyl_cyclopropyl,C6H11N,97.161,secondary_amine,secondary,secondary_amine,cyclopropyl; cyclopropyl,cyclic_alkyl,2,no,0,none,no,yes,,,,,,missing,,no,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review,liquid,bubbler_or_direct_liquid_source,-94.06781999999998,63.15930000000003,229.53472000000005,4.4941315,16.281426589000002,value_available,35.228802302999995,value_available,88.487893833,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,335f3337-0d12-5b28-9ed0-36565b315d7e
generated_secondary_amine_cyclopropyl_fluoromethyl,C4H9FN,90.121,secondary_amine,secondary,fluorinated_secondary_amine,cyclopropyl; fluoromethyl,fluorinated_alkyl+cyclic_alkyl,2,yes,1,single_fluorinated_substituent,no,yes,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,bubbler_or_direct_liquid_source,-98.28301999999996,58.00730000000004,222.83392000000003,4.5539715,20.525315784,value_available,44.211469523,value_available,110.454080843,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,e87e4866-6d91-5ec1-89fc-7f30aaef30fa
generated_secondary_amine_cyclopropyl_difluoromethyl,C4H8F2N,108.11099999999999,secondary_amine,secondary,fluorinated_secondary_amine,cyclopropyl; difluoromethyl,fluorinated_alkyl+cyclic_alkyl,2,yes,1,single_fluorinated_substituent,no,yes,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-67.95681999999996,85.39430000000004,254.17872,4.4010565,5.946573404,value_available,13.318512808,value_available,34.859479525000005,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,b82b07aa-331e-51fa-84f0-3fc89d6b999b
