preferred_name,formula,molecular_weight,amine_class_label,amine_class,amine_detail,amine_substituents,amine_substituent_profile,amine_substituent_count,fluorinated_amine,fluorinated_substituent_count,amine_fluorination_level,unsaturated_amine,cyclic_amine_or_substituent,ring_name,precursor_family,semiconductor_process_roles,semiconductor_relevance_basis,gwp100_ar6,gwp100_ar6_status,gwp100_ar6_source,pfas_flag,persistence_screen,reactive_groups,reactivity_flags,phase_25C_1atm,supply_class,tm_C,tb_C,tc_C,pc_MPa,pvap_25C_kPa,pvap_25C_status,pvap_40C_kPa,pvap_40C_status,pvap_60C_kPa,pvap_60C_status,kinetics_coverage,data_quality,review_required,identity_status,candidate_source,generation_rule,structure_status,candidate_id
generated_secondary_amine_cyclopropyl_fluoroethyl,C5H11FN,104.148,secondary_amine,secondary,fluorinated_secondary_amine,cyclopropyl; fluoroethyl,fluorinated_alkyl+cyclic_alkyl,2,yes,1,single_fluorinated_substituent,no,yes,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-78.92575999999997,76.24240000000003,244.15496000000007,4.434742,8.97323611,value_available,19.805610538,value_available,50.942053883,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,8c035d6b-8e3a-5705-a40f-dcaafc9391af
generated_secondary_amine_cyclopropyl_difluoroethyl,C5H10F2N,122.138,secondary_amine,secondary,fluorinated_secondary_amine,cyclopropyl; difluoroethyl,fluorinated_alkyl+cyclic_alkyl,2,yes,1,single_fluorinated_substituent,no,yes,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-48.59955999999997,103.62940000000003,275.49976000000004,4.281827,2.715742761,value_available,6.232633871,value_available,16.794929377,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,d94efdaa-cbb9-5e98-b0c3-b1fca8ae7eac
generated_secondary_amine_cyclopropyl_trifluoromethyl,C4H7F3N,126.101,secondary_amine,secondary,fluorinated_secondary_amine,cyclopropyl; trifluoromethyl,fluorinated_alkyl+cyclic_alkyl,2,yes,1,single_fluorinated_substituent,no,yes,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-37.630619999999965,112.78130000000004,285.5235200000001,4.2481415,1.8297834869999998,value_available,4.2612056890000005,value_available,11.684658236999999,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,ff51cc8e-307c-5c82-99de-c48400fb49d0
generated_secondary_amine_cyclopropyl_trifluoroethyl,C5H9F3N,140.128,secondary_amine,secondary,fluorinated_secondary_amine,cyclopropyl; trifluoroethyl,fluorinated_alkyl+cyclic_alkyl,2,yes,1,single_fluorinated_substituent,no,yes,,,,,,missing,,yes,likely_persistent,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,-18.27335999999997,131.01640000000003,306.84456,4.128912,0.865434438,value_available,2.0651947070000003,value_available,5.830233119000001,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,b73a1ccb-a2e7-5472-8406-a63c95512356
generated_secondary_amine_cyclopropyl_pentafluoroethyl,C5H7F5N,176.108,secondary_amine,secondary,fluorinated_secondary_amine,cyclopropyl; pentafluoroethyl,fluorinated_alkyl+cyclic_alkyl,2,yes,1,single_fluorinated_substituent,no,yes,,,,,,missing,,yes,likely_persistent,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,solid_or_sublimation_source_review,42.37904000000003,185.79040000000003,369.53416000000004,3.823082,0.098877732,value_available,0.25510150200000004,value_available,0.790450418,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,d8480fb1-30c0-54c2-b083-002d28a5d4c0
generated_secondary_amine_fluoromethyl_fluoromethyl,C2H7F2N,83.08099999999999,secondary_amine,secondary,fluorinated_secondary_amine,fluoromethyl; fluoromethyl,fluorinated_alkyl,2,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,bubbler_or_direct_liquid_source,-102.49821999999998,52.8553,216.13312000000002,4.6138115,25.988026290999997,value_available,55.726026905,value_available,138.473200963,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,8c3fa30c-f245-53fb-8b87-6de97ead7563
generated_secondary_amine_fluoromethyl_difluoromethyl,C2H6F3N,101.071,secondary_amine,secondary,fluorinated_secondary_amine,fluoromethyl; difluoromethyl,fluorinated_alkyl,2,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-72.17201999999997,80.2423,247.47792000000004,4.4608965,7.40104201,value_available,16.501426821000003,value_available,42.958340825,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,6c665c18-fc95-5116-94be-3986cadca89d
generated_secondary_amine_fluoromethyl_fluoroethyl,C3H9F2N,97.108,secondary_amine,secondary,fluorinated_secondary_amine,fluoromethyl; fluoroethyl,fluorinated_alkyl,2,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,bubbler_or_direct_liquid_source,-83.14095999999998,71.09040000000005,237.45416,4.494582,11.222864993,value_available,24.659402979,value_available,63.085799256,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,b6313a25-2d9f-5985-b3f5-ffc89de88d71
generated_secondary_amine_fluoromethyl_difluoroethyl,C3H8F3N,115.098,secondary_amine,secondary,fluorinated_secondary_amine,fluoromethyl; difluoroethyl,fluorinated_alkyl,2,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-52.81475999999998,98.47740000000005,268.7989600000001,4.341667,3.346627836,value_available,7.645925885,value_available,20.49261996,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,a4c2fbdf-47d4-5e65-8356-4939ddcc3ff1
generated_secondary_amine_fluoromethyl_trifluoromethyl,C2H5F4N,119.061,secondary_amine,secondary,fluorinated_secondary_amine,fluoromethyl; trifluoromethyl,fluorinated_alkyl,2,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-41.845819999999975,107.6293,278.82272,4.3079815,2.245923913,value_available,5.20675944,value_available,14.200769066000001,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,d69624e6-c47d-5f59-8377-d621d9f18d8e
generated_secondary_amine_fluoromethyl_trifluoroethyl,C3H7F4N,133.08800000000002,secondary_amine,secondary,fluorinated_secondary_amine,fluoromethyl; trifluoroethyl,fluorinated_alkyl,2,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,yes,likely_persistent,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-22.48855999999998,125.86440000000005,300.14376000000004,4.188752,1.05363425,value_available,2.502974297,value_available,7.028168131999999,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,a71ee02a-f3f7-5085-b5e0-1ccec05a041d
generated_secondary_amine_fluoromethyl_pentafluoroethyl,C3H5F6N,169.06799999999998,secondary_amine,secondary,fluorinated_secondary_amine,fluoromethyl; pentafluoroethyl,fluorinated_alkyl,2,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,yes,likely_persistent,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,solid_or_sublimation_source_review,38.16384000000005,180.63840000000005,362.83335999999997,3.882922,0.118172071,value_available,0.30350723399999996,value_available,0.935387367,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,e8cfdc78-3ea1-5e18-956c-6515495663b8
generated_secondary_amine_difluoromethyl_difluoromethyl,C2H5F4N,119.061,secondary_amine,secondary,fluorinated_secondary_amine,difluoromethyl; difluoromethyl,fluorinated_alkyl,2,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-41.845819999999975,107.6293,278.82272,4.3079815,2.245923913,value_available,5.20675944,value_available,14.200769066000001,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,8aa2c58f-1fe9-596a-a3da-61563bd2686e
generated_secondary_amine_difluoromethyl_fluoroethyl,C3H8F3N,115.098,secondary_amine,secondary,fluorinated_secondary_amine,difluoromethyl; fluoroethyl,fluorinated_alkyl,2,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-52.81475999999998,98.47740000000005,268.7989600000001,4.341667,3.346627836,value_available,7.645925885,value_available,20.49261996,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,05b31b34-411a-56bd-b715-7b4ffb30e074
generated_secondary_amine_difluoromethyl_difluoroethyl,C3H7F4N,133.08800000000002,secondary_amine,secondary,fluorinated_secondary_amine,difluoromethyl; difluoroethyl,fluorinated_alkyl,2,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-22.48855999999998,125.86440000000005,300.14376000000004,4.188752,1.05363425,value_available,2.502974297,value_available,7.028168131999999,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,b0d1410b-847c-5c58-8f55-ee16fdbf3aca
generated_secondary_amine_difluoromethyl_trifluoromethyl,C2H4F5N,137.05100000000002,secondary_amine,secondary,fluorinated_secondary_amine,difluoromethyl; trifluoromethyl,fluorinated_alkyl,2,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,-11.519619999999975,135.0163,310.16751999999997,4.1550665,0.7170139809999999,value_available,1.7283987509999998,value_available,4.93863177,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,b87df0eb-9c32-51f6-8d7b-df20e28fa70a
generated_secondary_amine_difluoromethyl_trifluoroethyl,C3H6F5N,151.07800000000003,secondary_amine,secondary,fluorinated_secondary_amine,difluoromethyl; trifluoroethyl,fluorinated_alkyl,2,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,yes,likely_persistent,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,7.837640000000022,153.25140000000005,331.48856,4.035837,0.34658347500000003,value_available,0.8560876009999999,value_available,2.518386079,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,aea0a296-b690-5bb0-bed6-b21b1afd04d0
generated_secondary_amine_difluoromethyl_pentafluoroethyl,C3H4F7N,187.05800000000005,secondary_amine,secondary,fluorinated_secondary_amine,difluoromethyl; pentafluoroethyl,fluorinated_alkyl,2,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,yes,likely_persistent,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,solid_or_sublimation_source_review,68.49004000000002,208.02540000000005,394.17816000000005,3.730007,0.041509646,value_available,0.110852904,value_available,0.357921575,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,5d191022-6aea-5a8d-9303-2de1450e20b3
generated_secondary_amine_fluoroethyl_fluoroethyl,C4H11F2N,111.13499999999999,secondary_amine,secondary,fluorinated_secondary_amine,fluoroethyl; fluoroethyl,fluorinated_alkyl,2,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-63.78369999999998,89.32550000000003,258.77520000000004,4.3753525,5.010400757,value_available,11.280940796000001,value_available,29.712265865000003,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,c538c188-d478-5e83-b8f8-c405b2e6a7f3
generated_secondary_amine_fluoroethyl_difluoroethyl,C4H10F3N,129.125,secondary_amine,secondary,fluorinated_secondary_amine,fluoroethyl; difluoroethyl,fluorinated_alkyl,2,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-33.45749999999998,116.71250000000003,290.12,4.2224375,1.554091394,value_available,3.6382560199999996,value_available,10.039268264,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,470795f7-1d68-5b2e-bc4d-7a927ceb7cea
generated_secondary_amine_fluoroethyl_trifluoromethyl,C3H7F4N,133.08800000000002,secondary_amine,secondary,fluorinated_secondary_amine,fluoroethyl; trifluoromethyl,fluorinated_alkyl,2,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,possible,unknown,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_likely,-22.48855999999998,125.86440000000005,300.14376000000004,4.188752,1.05363425,value_available,2.502974297,value_available,7.028168131999999,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,cb6436a8-a00d-52f7-831e-3318601621ba
generated_secondary_amine_fluoroethyl_trifluoroethyl,C4H9F4N,147.115,secondary_amine,secondary,fluorinated_secondary_amine,fluoroethyl; trifluoroethyl,fluorinated_alkyl,2,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,yes,likely_persistent,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,liquid,heated_source_required,-3.1312999999999533,144.09950000000003,321.46479999999997,4.0695225,0.505107854,value_available,1.22954568,value_available,3.5544451880000003,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,73ee0b58-debb-59f0-82aa-bc7040a8ed56
generated_secondary_amine_fluoroethyl_pentafluoroethyl,C4H7F6N,183.09499999999997,secondary_amine,secondary,fluorinated_secondary_amine,fluoroethyl; pentafluoroethyl,fluorinated_alkyl,2,yes,2,multiple_fluorinated_substituents,no,no,,,,,,missing,,yes,likely_persistent,Secondary amines / basic nitrogen compounds,acid_base_reactive; combustible_or_flammable_review; fluorinated_amine_pfas_persistence_review,solid,solid_or_sublimation_source_review,57.52110000000005,198.87350000000004,384.1544,3.7636925,0.059425587999999994,value_available,0.156394589,value_available,0.496232927,value_available,not_checked,Partial,True,manual_review_required,template_generation,secondary_amine,valid,fe1a3d68-939d-518e-8655-571d60bafba1
